pcds,ASScore,BHSScore,CriScore,CYPScore,DepChi,EduScore,EmpScore,EnvScore,GBScore,HDDScore,IDCScore,IDOScore,IMDScore,IncScore,IndScore,OutScore,Pop16_59,Pop60_,TotPop,WBScore,WorkPop
BD10 8SF,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8SG,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8SH,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SJ,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SL,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SN,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SP,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SQ,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SR,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SS,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8ST,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SU,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8SW,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SX,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8SY,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8SZ,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8TA,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8TB,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8TD,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8TE,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8TF,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8TG,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8TH,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8TJ,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8TL,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8TN,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8TP,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8TQ,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8TR,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8TS,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8TT,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8TU,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8TW,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8TX,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8TY,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8TZ,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8UA,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8UB,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8UD,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8UE,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8UF,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8UG,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8UH,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8UJ,0.439,7.659,1.018,1.222,403,50.861,0.125,25.635,-0.502,0.484,0.239,0.189,31.292,0.178,0.404,0.319,954,208,1565,-1.374,931.75
BD10 8UL,0.439,7.659,1.018,1.222,403,50.861,0.125,25.635,-0.502,0.484,0.239,0.189,31.292,0.178,0.404,0.319,954,208,1565,-1.374,931.75
BD10 8UN,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8UP,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8UQ,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8UR,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8UT,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8UU,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8UW,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8UY,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8WA,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WB,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WD,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WE,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WF,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8WG,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WH,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WJ,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WL,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WN,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WP,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WQ,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WR,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WS,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8WT,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WU,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WW,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WX,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WY,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8WZ,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8XA,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8XB,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8XD,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8XE,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8XF,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD10 8XG,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8XN,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8XT,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD10 8XU,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD10 8XW,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD10 8XX,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD10 8XY,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD10 8XZ,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD10 8YA,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8YB,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YD,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YE,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YF,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD10 8YG,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YH,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD10 8YJ,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YL,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YN,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YP,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YQ,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YR,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YS,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD10 8YT,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD10 8YU,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8YW,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YX,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8YY,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8YZ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD10 8ZX,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD10 9AA,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 9AB,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 9AD,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 9AE,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 9AF,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 9AG,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 9AH,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 9AJ,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 9AL,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9AN,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9AP,0.243,8.652,1.361,0.041,307,12.83,0.063,46.013,-0.354,0.325,0.067,0.135,20.905,0.073,1.158,0.464,992,301,1600,-1.437,997.5
BD10 9AQ,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 9AR,0.243,8.652,1.361,0.041,307,12.83,0.063,46.013,-0.354,0.325,0.067,0.135,20.905,0.073,1.158,0.464,992,301,1600,-1.437,997.5
BD10 9AS,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9AT,0.243,8.652,1.361,0.041,307,12.83,0.063,46.013,-0.354,0.325,0.067,0.135,20.905,0.073,1.158,0.464,992,301,1600,-1.437,997.5
BD10 9AU,0.243,8.652,1.361,0.041,307,12.83,0.063,46.013,-0.354,0.325,0.067,0.135,20.905,0.073,1.158,0.464,992,301,1600,-1.437,997.5
BD10 9AX,0.243,8.652,1.361,0.041,307,12.83,0.063,46.013,-0.354,0.325,0.067,0.135,20.905,0.073,1.158,0.464,992,301,1600,-1.437,997.5
BD10 9AY,0.243,8.652,1.361,0.041,307,12.83,0.063,46.013,-0.354,0.325,0.067,0.135,20.905,0.073,1.158,0.464,992,301,1600,-1.437,997.5
BD10 9AZ,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BA,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BB,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BD,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BE,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BG,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BH,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BJ,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9BL,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BN,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BP,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BQ,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BS,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BT,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BU,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BW,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9BX,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9BY,0.43,15.662,1.955,1.071,320,46.28,0.172,28.264,-0.018,0.988,0.312,0.313,43.802,0.246,0.466,0.478,853,389,1562,-0.304,848.25
BD10 9DA,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DB,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DD,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DE,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DF,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DG,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DH,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DJ,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DL,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DN,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DP,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DQ,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
BD10 9DR,0.444,14.64,2.112,1.116,394,48.784,0.264,12.989,-0.415,1.322,0.339,0.356,55.665,0.322,-0.658,0.41,1012,339,1745,0.46,1029.25
