pcds,ASScore,BHSScore,CriScore,CYPScore,DepChi,EduScore,EmpScore,EnvScore,GBScore,HDDScore,IDCScore,IDOScore,IMDScore,IncScore,IndScore,OutScore,Pop16_59,Pop60_,TotPop,WBScore,WorkPop
BD7 2JT,0.543,19.741,1.281,0.901,587,58.836,0.203,53.649,-1.299,1.053,0.283,0.667,53.651,0.312,1.203,1.066,1022,143,1752,2.398,975.75
BD7 2JU,0.543,19.741,1.281,0.901,587,58.836,0.203,53.649,-1.299,1.053,0.283,0.667,53.651,0.312,1.203,1.066,1022,143,1752,2.398,975.75
BD7 2JW,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2JX,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2JZ,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LA,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LB,0.522,18.288,1.786,1.003,435,57.151,0.217,74.785,-1.603,1.176,0.406,0.42,62.805,0.362,2.08,0.796,981,227,1643,2.156,976.25
BD7 2LD,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LE,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LF,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LG,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2LH,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LJ,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LL,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LN,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LP,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LQ,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LR,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LS,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LT,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LU,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LW,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2LX,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2LY,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2LZ,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2NA,0.522,18.288,1.786,1.003,435,57.151,0.217,74.785,-1.603,1.176,0.406,0.42,62.805,0.362,2.08,0.796,981,227,1643,2.156,976.25
BD7 2NB,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2ND,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2NF,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2NH,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2NJ,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2NL,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2NN,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2NP,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2NU,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2NW,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2NX,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2PA,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2PB,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2PD,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2PE,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2PF,0.573,15.719,0.925,0.572,885,57.827,0.19,59.738,-1.131,0.67,0.24,0.502,48.278,0.289,1.619,0.356,1648,295,2828,1.481,1618.5
BD7 2PG,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PH,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PJ,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PL,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PN,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PP,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PQ,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PR,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PS,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PT,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PU,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PW,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PX,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2PY,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2PZ,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QA,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QB,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QD,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QE,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QF,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QG,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QH,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QJ,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QL,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QN,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QP,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QQ,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QR,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QS,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QT,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QU,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QW,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QX,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QY,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2QZ,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2RA,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2RB,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2RD,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2RE,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2RH,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RJ,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RL,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RN,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RP,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RQ,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2RR,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RS,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RT,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RU,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RW,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RX,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2RY,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2RZ,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2SA,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SB,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SD,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SE,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SF,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SG,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SH,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SJ,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SL,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SN,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2SQ,0.372,16.694,1.614,0.755,296,33.684,0.115,33.628,0.091,0.194,0.177,0.117,29.897,0.141,0.767,0.313,789,263,1348,-0.419,798
BD7 2ST,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2SY,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2SZ,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2TA,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2TB,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2TD,0.535,24.95,1.32,0.944,469,58.277,0.2,38.826,-0.435,1.305,0.298,0.622,52.981,0.303,0.664,1.077,1141,181,1791,2.751,1109.5
BD7 2TE,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2TG,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2TH,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2TJ,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2TL,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2TN,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2TP,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2TQ,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2TW,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WA,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WG,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WH,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WJ,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WL,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WN,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WP,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WQ,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WR,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WS,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WT,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WU,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2WW,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2WX,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2WY,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2WZ,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2XA,0.535,24.95,1.32,0.944,469,58.277,0.2,38.826,-0.435,1.305,0.298,0.622,52.981,0.303,0.664,1.077,1141,181,1791,2.751,1109.5
BD7 2XB,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2XD,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2XE,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2XG,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2XP,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2XR,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2XS,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2XT,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2XW,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2XX,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2XY,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2XZ,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2YB,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2YE,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
BD7 2YF,0.566,19.836,1.296,1.591,728,79.208,0.164,57.434,-1.286,0.639,0.2,0.546,49.248,0.241,1.413,0.804,1358,139,2225,2.413,1317.25
BD7 2YG,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2YH,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2YJ,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2YL,0.478,20.35,1.241,0.611,585,43.074,0.144,41.624,-0.16,0.607,0.289,0.278,39.28,0.241,0.998,0.513,1179,223,1987,1.252,1158.25
BD7 2YN,0.567,23.431,2.306,1.358,613,73.477,0.235,24.717,-0.18,1.304,0.358,0.463,62.067,0.35,0.211,0.59,1090,262,1965,1.956,1076
BD7 2YP,0.535,21.381,1.287,0.877,622,57.013,0.221,28.683,-0.936,0.999,0.304,0.679,52.993,0.344,0.216,0.968,1329,142,2093,2.571,1291.75
