Postcode,Description,Grid Reference,X (easting),Y (northing),Latitude,Longitude
BD7 2QB,BD7 2QB,SE 13750 32976,413750,432976,53.792918,-1.7927566
BD7 2QD,BD7 2QD,SE 13756 33104,413756,433104,53.794068,-1.7926599
BD7 2QE,BD7 2QE,SE 13587 33018,413587,433018,53.793299,-1.7952291
BD7 2QF,BD7 2QF,SE 13547 33036,413547,433036,53.793462,-1.7958355
BD7 2QG,BD7 2QG,SE 13674 32926,413674,432926,53.79247,-1.7939125
BD7 2QH,BD7 2QH,SE 13886 32743,413886,432743,53.79082,-1.7907026
BD7 2QJ,BD7 2QJ,SE 13883 32679,413883,432679,53.790245,-1.790751
BD7 2QL,BD7 2QL,SE 13898 32769,413898,432769,53.791053,-1.7905193
BD7 2QN,BD7 2QN,SE 13622 32853,413622,432853,53.791815,-1.794705
BD7 2QP,BD7 2QP,SE 13606 32878,413606,432878,53.792041,-1.7949468
BD7 2QQ,BD7 2QQ,SE 13458 32944,413458,432944,53.792638,-1.7971905
BD7 2QR,BD7 2QR,SE 13884 32557,413884,432557,53.789148,-1.7907412
BD7 2QS,postcode not found,,,,,
BD7 2QT,BD7 2QT,SE 13894 32821,413894,432821,53.791521,-1.7905776
BD7 2QU,BD7 2QU,SE 13948 32544,413948,432544,53.78903,-1.7897704
BD7 2QW,postcode not found,,,,,
BD7 2QX,BD7 2QX,SE 13858 33033,413858,433033,53.793427,-1.7911147
BD7 2QY,BD7 2QY,SE 13594 33134,413594,433134,53.794342,-1.7951178
BD7 2QZ,postcode not found,,,,,
BD7 2RA,BD7 2RA,SE 13199 31998,413199,431998,53.784142,-1.8011622
BD7 2RB,BD7 2RB,SE 13360 31981,413360,431981,53.783985,-1.7987195
BD7 2RD,BD7 2RD,SE 13566 32005,413566,432005,53.784195,-1.7955921
BD7 2RE,BD7 2RE,SE 13547 31917,413547,431917,53.783405,-1.7958843
BD7 2RH,BD7 2RH,SE 13468 32058,413468,432058,53.784674,-1.7970771
BD7 2RJ,BD7 2RJ,SE 13361 32071,413361,432071,53.784794,-1.7987005
BD7 2RL,BD7 2RL,SE 13488 32173,413488,432173,53.785707,-1.7967686
BD7 2RN,BD7 2RN,SE 13508 32286,413508,432286,53.786722,-1.7964601
BD7 2RP,BD7 2RP,SE 13415 32305,413415,432305,53.786895,-1.7978708
BD7 2RQ,BD7 2RQ,SE 16160 31756,416160,431756,53.781884,-1.7562368
BD7 2RR,BD7 2RR,SE 13346 32302,413346,432302,53.78687,-1.7989182
BD7 2RS,BD7 2RS,SE 13298 32302,413298,432302,53.786871,-1.7996467
BD7 2RT,BD7 2RT,SE 13296 32397,413296,432397,53.787725,-1.799673
BD7 2RU,BD7 2RU,SE 13247 32195,413247,432195,53.785911,-1.8004254
BD7 2RW,BD7 2RW,SE 13403 32244,413403,432244,53.786347,-1.7980556
BD7 2RX,BD7 2RX,SE 13245 32040,413245,432040,53.784518,-1.8004623
BD7 2RY,BD7 2RY,SE 13358 32051,413358,432051,53.784614,-1.7987469
BD7 2RZ,BD7 2RZ,SE 13424 32060,413424,432060,53.784693,-1.7977448
BD7 2SA,BD7 2SA,SE 13289 31930,413289,431930,53.783528,-1.7997992
BD7 2SB,BD7 2SB,SE 13214 31831,413214,431831,53.78264,-1.8009417
BD7 2SD,BD7 2SD,SE 13139 31820,413139,431820,53.782543,-1.8020803
BD7 2SE,BD7 2SE,SE 13126 31832,413126,431832,53.782651,-1.8022771
BD7 2SF,BD7 2SF,SE 13232 31932,413232,431932,53.783548,-1.8006642
BD7 2SG,BD7 2SG,SE 13448 31951,413448,431951,53.783713,-1.7973853
BD7 2SH,BD7 2SH,SE 13109 31940,413109,431940,53.783622,-1.8025306
BD7 2SJ,BD7 2SJ,SE 13137 32123,413137,432123,53.785267,-1.8020979
BD7 2SL,BD7 2SL,SE 13204 32053,413204,432053,53.784636,-1.801084
BD7 2SN,BD7 2SN,SE 13194 32160,413194,432160,53.785598,-1.8012312
BD7 2SQ,BD7 2SQ,SE 13109 31886,413109,431886,53.783137,-1.8025329
BD7 2ST,postcode not found,,,,,
BD7 2SY,postcode not found,,,,,
BD7 2SZ,postcode not found,,,,,
BD7 2TA,BD7 2TA,SE 13703 32439,413703,432439,53.788092,-1.7934937
BD7 2TB,BD7 2TB,SE 13564 33004,413564,433004,53.793174,-1.7955788
BD7 2TD,BD7 2TD,SE 14582 32904,414582,432904,53.792248,-1.7801304
BD7 2TE,BD7 2TE,SE 13782 33159,413782,433159,53.794562,-1.7922627
BD7 2TG,BD7 2TG,SE 13521 32869,413521,432869,53.791962,-1.7962375
BD7 2TH,postcode not found,,,,,
BD7 2TJ,postcode not found,,,,,
BD7 2TL,postcode not found,,,,,
BD7 2TN,postcode not found,,,,,
BD7 2TP,postcode not found,,,,,
BD7 2TQ,BD7 2TQ,SE 13434 32870,413434,432870,53.791973,-1.797558
BD7 2TW,postcode not found,,,,,
BD7 2WA,postcode not found,,,,,
BD7 2WG,postcode not found,,,,,
BD7 2WH,BD7 2WH,SE 16160 31756,416160,431756,53.781884,-1.7562368
BD7 2WJ,postcode not found,,,,,
BD7 2WL,postcode not found,,,,,
BD7 2WN,postcode not found,,,,,
BD7 2WP,postcode not found,,,,,
BD7 2WQ,postcode not found,,,,,
BD7 2WR,postcode not found,,,,,
BD7 2WS,postcode not found,,,,,
BD7 2WT,BD7 2WT,SE 16160 31756,416160,431756,53.781884,-1.7562368
BD7 2WU,postcode not found,,,,,
BD7 2WW,postcode not found,,,,,
BD7 2WX,postcode not found,,,,,
BD7 2WY,postcode not found,,,,,
BD7 2WZ,postcode not found,,,,,
BD7 2XA,postcode not found,,,,,
BD7 2XB,postcode not found,,,,,
BD7 2XD,postcode not found,,,,,
BD7 2XE,postcode not found,,,,,
BD7 2XG,postcode not found,,,,,
BD7 2XP,postcode not found,,,,,
BD7 2XR,postcode not found,,,,,
BD7 2XS,postcode not found,,,,,
BD7 2XT,postcode not found,,,,,
BD7 2XW,postcode not found,,,,,
BD7 2XX,BD7 2XX,SE 16160 31756,416160,431756,53.781884,-1.7562368
BD7 2XY,postcode not found,,,,,
BD7 2XZ,postcode not found,,,,,
BD7 2YB,postcode not found,,,,,
BD7 2YE,postcode not found,,,,,
BD7 2YF,postcode not found,,,,,
BD7 2YG,postcode not found,,,,,
BD7 2YH,postcode not found,,,,,
BD7 2YJ,postcode not found,,,,,
BD7 2YL,postcode not found,,,,,
BD7 2YN,postcode not found,,,,,
BD7 2YP,postcode not found,,,,,
BD7 2YQ,postcode not found,,,,,
BD7 2YR,postcode not found,,,,,
BD7 2YS,postcode not found,,,,,
BD7 2YT,postcode not found,,,,,
BD7 2YU,postcode not found,,,,,
BD7 2YW,postcode not found,,,,,
BD7 2YX,postcode not found,,,,,
BD7 2YY,BD7 2YY,SE 16160 31756,416160,431756,53.781884,-1.7562368
BD7 2YZ,postcode not found,,,,,
BD7 3AA,BD7 3AA,SE 15007 32401,415007,432401,53.787715,-1.7737034
BD7 3AB,BD7 3AB,SE 14976 32392,414976,432392,53.787635,-1.7741743
BD7 3AD,BD7 3AD,SE 14950 32493,414950,432493,53.788544,-1.7745641
BD7 3AE,BD7 3AE,SE 14865 32540,414865,432540,53.788968,-1.775852
BD7 3AF,BD7 3AF,SE 14939 32518,414939,432518,53.788769,-1.7747298
BD7 3AG,BD7 3AG,SE 14765 32469,414765,432469,53.788333,-1.7773732
BD7 3AH,BD7 3AH,SE 14761 32388,414761,432388,53.787605,-1.7774377
BD7 3AJ,BD7 3AJ,SE 14658 32384,414658,432384,53.787572,-1.7790013
BD7 3AL,BD7 3AL,SE 14827 32456,414827,432456,53.788215,-1.7764328
BD7 3AN,BD7 3AN,SE 14854 32430,414854,432430,53.78798,-1.7760242
BD7 3AP,BD7 3AP,SE 14945 32337,414945,432337,53.787142,-1.7746475
BD7 3AQ,BD7 3AQ,SE 14745 32451,414745,432451,53.788172,-1.7776776
BD7 3AR,BD7 3AR,SE 14940 32302,414940,432302,53.786827,-1.774725
BD7 3AS,postcode not found,,,,,
BD7 3AW,BD7 3AW,SE 14888 32409,414888,432409,53.78779,-1.7755091
BD7 3AX,postcode not found,,,,,
BD7 3AY,BD7 3AY,SE 15077 32178,415077,432178,53.785709,-1.7726517
BD7 3AZ,BD7 3AZ,SE 14961 32242,414961,432242,53.786287,-1.7744092
BD7 3BB,BD7 3BB,SE 14982 32182,414982,432182,53.785747,-1.7740934
BD7 3BD,BD7 3BD,SE 14904 32173,414904,432173,53.785669,-1.7752776
BD7 3BE,BD7 3BE,SE 14958 32199,414958,432199,53.785901,-1.7744568
BD7 3BG,BD7 3BG,SE 14905 32224,414905,432224,53.786127,-1.77526
BD7 3BH,BD7 3BH,SE 14831 32075,414831,432075,53.78479,-1.7763902
BD7 3BJ,BD7 3BJ,SE 14855 32090,414855,432090,53.784924,-1.7760253
BD7 3BL,BD7 3BL,SE 14899 32105,414899,432105,53.785058,-1.7753568
BD7 3BN,BD7 3BN,SE 15057 32052,415057,432052,53.784577,-1.7729614
BD7 3BP,BD7 3BP,SE 14902 32045,414902,432045,53.784518,-1.7753141
BD7 3BQ,BD7 3BQ,SE 14772 32093,414772,432093,53.784953,-1.7772848
BD7 3BS,BD7 3BS,SE 14662 31770,414662,431770,53.782053,-1.7789695
BD7 3BT,BD7 3BT,SE 14664 31930,414664,431930,53.783491,-1.7789316
BD7 3BU,BD7 3BU,SE 14589 31940,414589,431940,53.783583,-1.7800694
BD7 3BW,BD7 3BW,SE 14864 31958,414864,431958,53.783738,-1.775895
BD7 3BX,BD7 3BX,SE 14644 31909,414644,431909,53.783303,-1.7792361
BD7 3BY,BD7 3BY,SE 14604 31885,414604,431885,53.783089,-1.7798443
BD7 3BZ,BD7 3BZ,SE 14496 31862,414496,431862,53.782885,-1.7814844
BD7 3DA,BD7 3DA,SE 14585 31833,414585,431833,53.782622,-1.7801351
BD7 3DB,BD7 3DB,SE 14552 31795,414552,431795,53.782281,-1.7806377
BD7 3DD,postcode not found,,,,,
BD7 3DE,BD7 3DE,SE 14485 31796,414485,431796,53.782292,-1.7816544
BD7 3DF,BD7 3DF,SE 14444 31786,414444,431786,53.782203,-1.7822771
BD7 3DG,BD7 3DG,SE 14491 31817,414491,431817,53.782481,-1.7815624
BD7 3DH,BD7 3DH,SE 14445 31816,414445,431816,53.782473,-1.7822606
BD7 3DJ,BD7 3DJ,SE 14355 31709,414355,431709,53.781514,-1.7836313
BD7 3DL,BD7 3DL,SE 14272 31608,414272,431608,53.780608,-1.7848956
BD7 3DN,BD7 3DN,SE 14282 31558,414282,431558,53.780159,-1.7847461
BD7 3DP,BD7 3DP,SE 14258 31488,414258,431488,53.77953,-1.7851135
BD7 3DQ,BD7 3DQ,SE 14516 31840,414516,431840,53.782687,-1.7811819
BD7 3DR,BD7 3DR,SE 14265 31597,414265,431597,53.780509,-1.7850023
BD7 3DS,BD7 3DS,SE 14308 31598,414308,431598,53.780517,-1.7843497
BD7 3DT,BD7 3DT,SE 14344 31593,414344,431593,53.780471,-1.7838036
BD7 3DU,BD7 3DU,SE 14413 31658,414413,431658,53.781054,-1.7827535
BD7 3DW,postcode not found,,,,,
BD7 3DX,BD7 3DX,SE 14391 31681,414391,431681,53.781261,-1.7830863
BD7 3DY,BD7 3DY,SE 14403 31723,414403,431723,53.781638,-1.7829023
BD7 3DZ,BD7 3DZ,SE 14476 31770,414476,431770,53.782059,-1.7817922
BD7 3EA,postcode not found,,,,,
BD7 3EB,postcode not found,,,,,
BD7 3ED,BD7 3ED,SE 14575 31762,414575,431762,53.781984,-1.7802902
BD7 3EE,postcode not found,,,,,
BD7 3EG,BD7 3EG,SE 15067 32122,415067,432122,53.785206,-1.7728062
BD7 3EJ,BD7 3EJ,SE 14170 31733,414170,431733,53.781734,-1.7864378
BD7 3EL,postcode not found,,,,,
BD7 3EN,BD7 3EN,SE 14205 31827,414205,431827,53.782578,-1.7859023
BD7 3EP,BD7 3EP,SE 14199 31692,414199,431692,53.781365,-1.7859995
BD7 3ER,BD7 3ER,SE 14254 31672,414254,431672,53.781184,-1.7851658
BD7 3ES,BD7 3ES,SE 14272 31797,414272,431797,53.782307,-1.7848869
BD7 3ET,BD7 3ET,SE 14311 31730,414311,431730,53.781704,-1.7842981
BD7 3EU,BD7 3EU,SE 14378 31783,414378,431783,53.782178,-1.7832789
BD7 3EW,BD7 3EW,SE 14188 31754,414188,431754,53.781923,-1.7861636
BD7 3EX,BD7 3EX,SE 14303 31790,414303,431790,53.782243,-1.7844168
BD7 3EY,BD7 3EY,SE 14290 31803,414290,431803,53.78236,-1.7846134
BD7 3EZ,BD7 3EZ,SE 14441 31874,414441,431874,53.782994,-1.7823186
BD7 3HA,postcode not found,,,,,
BD7 3HD,BD7 3HD,SE 14423 31845,414423,431845,53.782734,-1.7825931
BD7 3HE,postcode not found,,,,,
BD7 3HF,postcode not found,,,,,
BD7 3HG,BD7 3HG,SE 14491 31899,414491,431899,53.783218,-1.7815586
BD7 3HH,BD7 3HH,SE 14534 31959,414534,431959,53.783756,-1.7809032
BD7 3HJ,BD7 3HJ,SE 14555 31986,414555,431986,53.783998,-1.7805832
BD7 3HL,BD7 3HL,SE 14584 32006,414584,432006,53.784177,-1.7801422
BD7 3HN,BD7 3HN,SE 14593 32014,414593,432014,53.784248,-1.7800052
BD7 3HP,postcode not found,,,,,
BD7 3HQ,BD7 3HQ,SE 14483 31931,414483,431931,53.783505,-1.7816785
BD7 3HR,BD7 3HR,SE 14639 32033,414639,432033,53.784418,-1.7793062
BD7 3HS,BD7 3HS,SE 14782 32160,414782,432160,53.785555,-1.7771299
BD7 3HT,BD7 3HT,SE 14788 32334,414788,432334,53.787119,-1.7770305
BD7 3HU,BD7 3HU,SE 14607 32332,414607,432332,53.787106,-1.7797778
BD7 3HW,BD7 3HW,SE 14528 32036,414528,432036,53.784448,-1.7809907
BD7 3HX,BD7 3HX,SE 14752 32287,414752,432287,53.786698,-1.7775791
BD7 3HY,BD7 3HY,SE 14778 32204,414778,432204,53.785951,-1.7771885
BD7 3HZ,BD7 3HZ,SE 14714 32250,414714,432250,53.786366,-1.7781576
BD7 3JA,BD7 3JA,SE 14666 32223,414666,432223,53.786125,-1.7788874
BD7 3JB,BD7 3JB,SE 14636 32209,414636,432209,53.786,-1.7793434
BD7 3JD,postcode not found,,,,,
BD7 3JE,BD7 3JE,SE 14609 32161,414609,432161,53.785569,-1.7797555
BD7 3JF,postcode not found,,,,,
BD7 3JG,BD7 3JG,SE 14536 32234,414536,432234,53.786227,-1.78086
BD7 3JQ,BD7 3JQ,SE 14716 32142,414716,432142,53.785395,-1.7781324
BD7 3JT,BD7 3JT,SE 14456 31708,414456,431708,53.781502,-1.7820986
BD7 3JU,BD7 3JU,SE 14542 31671,414542,431671,53.781167,-1.7807953
BD7 3JX,BD7 3JX,SE 14606 31641,414606,431641,53.780896,-1.7798254
BD7 3JZ,BD7 3JZ,SE 14614 31611,414614,431611,53.780626,-1.7797054
BD7 3LA,BD7 3LA,SE 14544 31551,414544,431551,53.780088,-1.7807705
BD7 3LB,BD7 3LB,SE 14463 31461,414463,431461,53.779282,-1.7820039
BD7 3LD,BD7 3LD,SE 14447 31499,414447,431499,53.779624,-1.7822449
BD7 3LE,BD7 3LE,SE 14408 31506,414408,431506,53.779688,-1.7828364
BD7 3LF,BD7 3LF,SE 14290 31461,414290,431461,53.779286,-1.7846292
BD7 3LG,BD7 3LG,SE 14607 31243,414607,431243,53.777318,-1.779829
BD7 3LH,BD7 3LH,SE 14380 31508,414380,431508,53.779706,-1.7832612
BD7 3LJ,BD7 3LJ,SE 14364 31547,414364,431547,53.780057,-1.7835022
BD7 3LL,BD7 3LL,SE 14344 31538,414344,431538,53.779977,-1.7838062
BD7 3LN,BD7 3LN,SE 14339 31561,414339,431561,53.780184,-1.783881
BD7 3LP,BD7 3LP,SE 14297 31593,414297,431593,53.780473,-1.7845169
BD7 3LQ,BD7 3LQ,SE 14427 31538,414427,431538,53.779975,-1.7825466
BD7 3LR,BD7 3LR,SE 14319 31526,414319,431526,53.77987,-1.7841861
BD7 3LS,BD7 3LS,SE 14367 31497,414367,431497,53.779608,-1.783459
BD7 3LT,BD7 3LT,SE 14424 31441,414424,431441,53.779103,-1.7825967
BD7 3LU,BD7 3LU,SE 14446 31461,414446,431461,53.779282,-1.7822619
BD7 3LW,BD7 3LW,SE 14305 31563,414305,431563,53.780203,-1.7843968
BD7 3LX,BD7 3LX,SE 14511 31430,414511,431430,53.779002,-1.781277
BD7 3LY,BD7 3LY,SE 14559 31475,414559,431475,53.779405,-1.7805465
BD7 3LZ,BD7 3LZ,SE 14560 31398,414560,431398,53.778713,-1.7805349
BD7 3NA,BD7 3NA,SE 14515 31375,414515,431375,53.778507,-1.7812188
BD7 3NB,BD7 3NB,SE 14606 31355,414606,431355,53.778325,-1.7798389
BD7 3ND,BD7 3ND,SE 14639 31346,414639,431346,53.778243,-1.7793385
BD7 3NE,BD7 3NE,SE 14707 31294,414707,431294,53.777774,-1.7783091
BD7 3NF,BD7 3NF,SE 14573 31527,414573,431527,53.779872,-1.7803316
BD7 3NG,BD7 3NG,SE 14393 31380,414393,431380,53.778556,-1.7830699
BD7 3NH,BD7 3NH,SE 14619 31471,414619,431471,53.779367,-1.7796361
BD7 3NJ,BD7 3NJ,SE 14532 31129,414532,431129,53.776296,-1.7809724
BD7 3NL,BD7 3NL,SE 14459 31345,414459,431345,53.778239,-1.78207
BD7 3NN,BD7 3NN,SE 14397 31412,414397,431412,53.778843,-1.7830077
BD7 3NP,BD7 3NP,SE 14352 31341,414352,431341,53.778206,-1.7836939
BD7 3NQ,BD7 3NQ,SE 14511 31348,414511,431348,53.778265,-1.7812808
BD7 3NR,BD7 3NR,SE 14383 31172,414383,431172,53.776686,-1.7832313
BD7 3NS,BD7 3NS,SE 14349 31120,414349,431120,53.77622,-1.7837496
BD7 3NT,BD7 3NT,SE 14266 31083,414266,431083,53.77589,-1.7850107
BD7 3NU,BD7 3NU,SE 14240 31122,414240,431122,53.776241,-1.7854034
BD7 3NW,BD7 3NW,SE 14425 31283,414425,431283,53.777683,-1.7825888
BD7 3NX,BD7 3NX,SE 14247 31193,414247,431193,53.776879,-1.785294
BD7 3PA,BD7 3PA,SE 14319 31261,414319,431261,53.777488,-1.7841983
BD7 3PB,BD7 3PB,SE 14231 31257,414231,431257,53.777455,-1.7855338
BD7 3PD,BD7 3PD,SE 14270 31308,414270,431308,53.777912,-1.7849397
BD7 3PE,BD7 3PE,SE 14228 31329,414228,431329,53.778102,-1.785576
BD7 3PF,BD7 3PF,SE 14196 31251,414196,431251,53.777402,-1.7860652
BD7 3PG,BD7 3PG,SE 14144 31127,414144,431127,53.776288,-1.7868599
BD7 3PH,BD7 3PH,SE 14205 31217,414205,431217,53.777096,-1.7859302
BD7 3PJ,BD7 3PJ,SE 14140 31212,414140,431212,53.777053,-1.7869167
BD7 3PL,BD7 3PL,SE 14140 31266,414140,431266,53.777538,-1.7869143
BD7 3PN,BD7 3PN,SE 14174 31311,414174,431311,53.777941,-1.7863963
BD7 3PP,BD7 3PP,SE 14181 31360,414181,431360,53.778382,-1.7862878
BD7 3PR,BD7 3PR,SE 14184 31387,414184,431387,53.778624,-1.7862411
BD7 3PS,postcode not found,,,,,
BD7 3PU,BD7 3PU,SE 14577 31195,414577,431195,53.776888,-1.7802864
BD7 3PX,BD7 3PX,SE 14518 31099,414518,431099,53.776027,-1.7811862
BD7 3PY,postcode not found,,,,,
BD7 3PZ,postcode not found,,,,,
BD7 3WQ,postcode not found,,,,,
BD7 3WR,postcode not found,,,,,
BD7 3WS,postcode not found,,,,,
BD7 3WT,postcode not found,,,,,
BD7 3WU,postcode not found,,,,,
BD7 3WW,postcode not found,,,,,
BD7 3WX,postcode not found,,,,,
BD7 3WY,postcode not found,,,,,
BD7 3WZ,postcode not found,,,,,
BD7 3YG,postcode not found,,,,,
BD7 3YH,postcode not found,,,,,
BD7 3YJ,postcode not found,,,,,
BD7 3YL,postcode not found,,,,,
BD7 3YN,postcode not found,,,,,
BD7 3YP,postcode not found,,,,,
BD7 3YQ,postcode not found,,,,,
BD7 3YR,postcode not found,,,,,
BD7 3YS,postcode not found,,,,,
BD7 3YT,postcode not found,,,,,
BD7 3YU,postcode not found,,,,,
BD7 3YW,postcode not found,,,,,
BD7 3YX,postcode not found,,,,,
BD7 3YY,postcode not found,,,,,
BD7 3YZ,postcode not found,,,,,
BD7 3ZB,postcode not found,,,,,
BD7 3ZW,postcode not found,,,,,
BD7 4AA,BD7 4AA,SE 14214 31586,414214,431586,53.780412,-1.7857767
BD7 4AB,BD7 4AB,SE 14167 31636,414167,431636,53.780863,-1.7864877
BD7 4AD,postcode not found,,,,,
BD7 4AE,BD7 4AE,SE 13474 31047,413474,431047,53.775587,-1.7970298
BD7 4AG,BD7 4AG,SE 13462 31006,413462,431006,53.775219,-1.7972137
BD7 4AH,BD7 4AH,SE 13051 30962,413051,430962,53.774834,-1.8034518
BD7 4AJ,BD7 4AJ,SE 13136 30961,413136,430961,53.774823,-1.8021621
BD7 4AL,BD7 4AL,SE 13016 31024,413016,431024,53.775392,-1.8039803
BD7 4AN,BD7 4AN,SE 12857 31023,412857,431023,53.775387,-1.8063929
BD7 4AP,BD7 4AP,SE 12856 31087,412856,431087,53.775962,-1.8064055
BD7 4AQ,BD7 4AQ,SE 13268 30994,413268,430994,53.775116,-1.8001579
BD7 4AR,BD7 4AR,SE 12989 31161,412989,431161,53.776624,-1.8043843
BD7 4AS,BD7 4AS,SE 12896 31215,412896,431215,53.777112,-1.8057932
BD7 4AT,BD7 4AT,SE 12896 31155,412896,431155,53.776572,-1.8057957
BD7 4AX,BD7 4AX,SE 14195 31595,414195,431595,53.780493,-1.7860647
BD7 4AY,BD7 4AY,SE 13038 31172,413038,431172,53.776722,-1.8036403
BD7 4AZ,BD7 4AZ,SE 13064 31060,413064,431060,53.775714,-1.8032505
BD7 4BA,BD7 4BA,SE 13089 31106,413089,431106,53.776127,-1.8028692
BD7 4BB,BD7 4BB,SE 13161 31166,413161,431166,53.776665,-1.8017741
BD7 4BD,BD7 4BD,SE 13266 31231,413266,431231,53.777246,-1.8001781
BD7 4BE,BD7 4BE,SE 13154 31284,413154,431284,53.777725,-1.8018754
BD7 4BG,BD7 4BG,SE 13312 31278,413312,431278,53.777667,-1.7994781
BD7 4BH,BD7 4BH,SE 12914 31452,412914,431452,53.779241,-1.8055102
BD7 4BJ,BD7 4BJ,SE 13274 31482,413274,431482,53.779502,-1.800046
BD7 4BL,BD7 4BL,SE 13311 31392,413311,431392,53.778692,-1.7994884
BD7 4BP,BD7 4BP,SE 13287 31545,413287,431545,53.780068,-1.799846
BD7 4BQ,BD7 4BQ,SE 13108 31495,413108,431495,53.779623,-1.8025645
BD7 4BR,BD7 4BR,SE 13059 31456,413059,431456,53.779274,-1.8033097
BD7 4BS,BD7 4BS,SE 13204 31578,413204,431578,53.780366,-1.8011042
BD7 4BT,BD7 4BT,SE 13138 31512,413138,431512,53.779775,-1.8021085
BD7 4BU,BD7 4BU,SE 13022 31588,413022,431588,53.780461,-1.8038657
BD7 4BW,BD7 4BW,SE 13319 31549,413319,431549,53.780103,-1.7993603
BD7 4BX,BD7 4BX,SE 13173 31653,413173,431653,53.781041,-1.8015714
BD7 4BY,BD7 4BY,SE 13220 31705,413220,431705,53.781508,-1.800856
BD7 4BZ,BD7 4BZ,SE 13181 31707,413181,431707,53.781527,-1.8014477
BD7 4DA,BD7 4DA,SE 13329 31620,413329,431620,53.780741,-1.7992055
BD7 4DB,BD7 4DB,SE 13388 31606,413388,431606,53.780613,-1.7983107
BD7 4DD,BD7 4DD,SE 13313 31711,413313,431711,53.781559,-1.7994444
BD7 4DE,BD7 4DE,SE 13396 31767,413396,431767,53.78206,-1.7981824
BD7 4DF,BD7 4DF,SE 13455 31724,413455,431724,53.781672,-1.7972889
BD7 4DG,postcode not found,,,,,
BD7 4DH,BD7 4DH,SE 13428 31506,413428,431506,53.779714,-1.797708
BD7 4DL,BD7 4DL,SE 13805 31082,413805,431082,53.775893,-1.7920058
BD7 4DN,BD7 4DN,SE 13700 30907,413700,430907,53.774323,-1.7936068
BD7 4DP,BD7 4DP,SE 13663 31041,413663,431041,53.775528,-1.7941623
BD7 4DQ,postcode not found,,,,,
BD7 4DR,BD7 4DR,SE 13779 30992,413779,430992,53.775085,-1.7924043
BD7 4DS,BD7 4DS,SE 13692 30999,413692,430999,53.77515,-1.7937241
BD7 4DT,BD7 4DT,SE 13851 31036,413851,431036,53.775478,-1.7913099
BD7 4DU,BD7 4DU,SE 13782 31115,413782,431115,53.77619,-1.7923534
BD7 4DW,BD7 4DW,SE 13665 30991,413665,430991,53.775079,-1.7941341
BD7 4DX,BD7 4DX,SE 13894 31215,413894,431215,53.777086,-1.7906494
BD7 4DY,BD7 4DY,SE 13883 31132,413883,431132,53.77634,-1.79082
BD7 4DZ,BD7 4DZ,SE 13885 31233,413885,431233,53.777248,-1.7907852
BD7 4EA,BD7 4EA,SE 13983 31162,413983,431162,53.776607,-1.7893013
BD7 4EB,BD7 4EB,SE 14083 31144,414083,431144,53.776443,-1.7877847
BD7 4ED,BD7 4ED,SE 14016 31350,414016,431350,53.778296,-1.7887921
BD7 4EE,BD7 4EE,SE 13973 31375,413973,431375,53.778522,-1.7894435
BD7 4EF,BD7 4EF,SE 14068 31421,414068,431421,53.778933,-1.7879998
BD7 4EG,BD7 4EG,SE 14207 31509,414207,431509,53.77972,-1.7858865
BD7 4EH,BD7 4EH,SE 14149 31565,414149,431565,53.780225,-1.7867641
BD7 4EJ,BD7 4EJ,SE 14153 31514,414153,431514,53.779767,-1.7867057
BD7 4EL,BD7 4EL,SE 14130 31542,414130,431542,53.780019,-1.7870535
BD7 4EN,postcode not found,,,,,
BD7 4EP,postcode not found,,,,,
BD7 4EQ,BD7 4EQ,SE 14219 31501,414219,431501,53.779648,-1.7857048
BD7 4ER,BD7 4ER,SE 14129 31512,414129,431512,53.779749,-1.78707
BD7 4ES,postcode not found,,,,,
BD7 4EU,BD7 4EU,SE 13176 31378,413176,431378,53.77857,-1.8015376
BD7 4EW,BD7 4EW,SE 13091 31415,413091,431415,53.778904,-1.8028258
BD7 4EX,BD7 4EX,SE 13963 31595,413963,431595,53.7805,-1.7895853
BD7 4EY,BD7 4EY,SE 14035 31446,414035,431446,53.779159,-1.7884994
BD7 4EZ,BD7 4EZ,SE 13972 31481,413972,431481,53.779475,-1.7894539
BD7 4HA,BD7 4HA,SE 13966 31432,413966,431432,53.779035,-1.7895471
BD7 4HB,BD7 4HB,SE 14125 31355,414125,431355,53.778338,-1.7871378
BD7 4HD,BD7 4HD,SE 14090 31372,414090,431372,53.778492,-1.7876682
BD7 4HE,BD7 4HE,SE 14041 31365,414041,431365,53.77843,-1.7884121
BD7 4HF,BD7 4HF,SE 14085 31332,414085,431332,53.778133,-1.7877459
BD7 4HG,BD7 4HG,SE 14091 31309,414091,431309,53.777926,-1.7876559
BD7 4HH,postcode not found,,,,,
BD7 4HJ,BD7 4HJ,SE 13911 31538,413911,431538,53.779989,-1.790377
BD7 4HL,BD7 4HL,SE 13992 31506,413992,431506,53.779699,-1.7891493
BD7 4HN,BD7 4HN,SE 13942 31507,413942,431507,53.779709,-1.789908
BD7 4HP,BD7 4HP,SE 14035 30809,414035,430809,53.773433,-1.7885282
BD7 4HQ,BD7 4HQ,SE 14071 31235,414071,431235,53.777261,-1.7879627
BD7 4HR,BD7 4HR,SE 13878 30894,413878,430894,53.774201,-1.7909065
BD7 4HS,BD7 4HS,SE 13984 30943,413984,430943,53.774639,-1.789296
BD7 4HT,BD7 4HT,SE 13960 30964,413960,430964,53.774828,-1.7896592
